Año,Trimestre,Provincia,Accesos TV por suscripción por cada 100 hab,Accesos TV por suscripción por cada 100 hogares
2018,4,Tierra Del Fuego,27.7031971687361,93.438808748255
2018,4,Tucumán,7.54020732262501,30.4389097539008
2018,3,Buenos Aires,15.6640786598638,48.1605949924774
2018,3,Capital Federal,24.6211841013169,58.8417348044182
2018,3,Catamarca,20.3503733205468,80.0009617234084
2018,3,Chaco,8.38604651162791,31.3756695785887
2018,3,Chubut,14.9732130210546,48.8459196764444
2018,3,Córdoba,29.188344909515,95.3330400865933
2018,3,Corrientes,9.17809647742678,34.8543130968411
2018,3,Entre Ríos,15.1912436765227,50.8074235346963
2018,3,Formosa,10.0486762117457,39.4802592111595
2018,3,Jujuy,12.1494844541887,47.509513085346
2018,3,La Pampa,23.5935219689134,71.6074653822998
2018,3,La Rioja,6.25336843009678,23.490635238887
2018,3,Mendoza,6.01784875720846,21.5640758384286
2018,3,Misiones,10.9547153837873,40.2179823557902
2018,3,Neuquén,12.4014827910162,41.6609229653046
2018,3,Río Negro,13.0426444460578,42.4022587698789
2018,3,Salta,12.6478486799886,52.2205606589285
2018,3,San Juan,5.8854943292952004,23.1043656102474
2018,3,San Luis,11.1340853770252,38.9034273172379
2018,3,Santa Cruz,16.2643009779377,54.6561549420508
2018,3,Santa Fe,18.0917778362957,57.5348064141229
2018,3,Santiago Del Estero,11.3420082985477,45.7002900473058
2018,3,Tierra Del Fuego,27.9479145915207,94.2623284603168
2018,3,Tucumán,7.5899406427951,30.6394387530226
2018,2,Buenos Aires,15.4982188313529,47.7562332135806
2018,2,Capital Federal,24.2118237119024,57.7919839651291
2018,2,Catamarca,19.2459334742376,75.6573620696303
2018,2,Chaco,9.19860172232674,34.4149088025377
2018,2,Chubut,12.5067153575415,40.7978424296688
2018,2,Córdoba,30.2788938791578,98.8932112579573
2018,2,Corrientes,9.12247248097913,34.6422531322266
2018,2,Entre Ríos,15.5393878759568,51.970958440357
2018,2,Formosa,8.75406721092325,34.3930024840125
2018,2,Jujuy,11.9379264469822,46.6811345146435
2018,2,La Pampa,23.4442137787863,71.1532494397518
2018,2,La Rioja,5.97326464449083,22.4380047692413
2018,2,Mendoza,4.5773548633561,16.4018457734144
2018,2,Misiones,10.9547499669231,40.2169378389654
2018,2,Neuquén,12.1935778467444,40.960685520562
2018,2,Río Negro,12.0489561428827,39.1706283957678
2018,2,Salta,12.1865652110906,50.314486002173
2018,2,San Juan,6.27423869864538,24.6299342105263
2018,2,San Luis,11.5620234500449,40.3976033705248
2018,2,Santa Cruz,15.3783167406203,51.6750954290918
2018,2,Santa Fe,17.6879472659472,56.2498400429964
2018,2,Santiago Del Estero,10.0671498447375,40.5629250555518
2018,2,Tierra Del Fuego,24.9665840381063,84.200065568396
2018,2,Tucumán,7.20141974770798,29.070298550845
2018,1,Buenos Aires,15.4874302418407,47.8272033894182
2018,1,Capital Federal,24.1803558006329,57.6446507462547
2018,1,Catamarca,21.873279726329,85.9860304701916
2018,1,Chaco,9.3288438275955,34.9024409636638
2018,1,Chubut,12.2414503155966,39.9334305736815
2018,1,Córdoba,30.0860377029554,98.2641289194111
2018,1,Corrientes,9.64423860027585,36.6238843146752
2018,1,Entre Ríos,15.5080888203278,51.8665394110234
2018,1,Formosa,8.84913994314036,34.7667759128679
2018,1,Jujuy,11.8051533199913,46.1623372228037
2018,1,La Pampa,23.8572713404221,72.4072698374307
2018,1,La Rioja,6.22758823159352,23.3935288209693
2018,1,Mendoza,4.54806860124893,16.2970465442779
2018,1,Misiones,10.9372952070825,40.1531996796136
2018,1,Neuquén,11.9670346226548,40.200252533158
2018,1,Río Negro,12.4136903900015,40.3568626571922
2018,1,Salta,12.6915350946039,52.3999808861652
2018,1,San Juan,4.91622693631251,19.2991408057974
2018,1,San Luis,12.5567889376568,43.8738592031946
2018,1,Santa Cruz,15.4253343239227,51.8353813146089
2018,1,Santa Fe,17.9561918925971,57.1031735128452
2018,1,Santiago Del Estero,10.0930891588673,40.6678819180718
2018,1,Tierra Del Fuego,24.6435035710792,83.1154099983501
2018,1,Tucumán,7.13660991909997,28.8090203678613
2017,4,Buenos Aires,15.5427397716267,48.1025050138479
2017,4,Capital Federal,24.1515485433821,57.5039067475666
2017,4,Catamarca,7.23946569191321,28.4592443402986
2017,4,Chaco,8.64428809463945,32.3413115987781
2017,4,Chubut,11.995292917935,39.1304587287337
2017,4,Córdoba,28.423960052559,92.8357085257156
2017,4,Corrientes,9.6644709569143,36.7007406585481
2017,4,Entre Ríos,15.4900073767572,51.8062370987479
2017,4,Formosa,8.29049060274824,32.5720125014101
2017,4,Jujuy,11.6188512549876,45.4340379313226
2017,4,La Pampa,23.9815506785859,72.7846457510908
2017,4,La Rioja,6.23536961930763,23.42288046002
2017,4,Mendoza,5.88183365521471,21.0763294103719
2017,4,Misiones,10.8987454011924,40.011690121847
2017,4,Neuquén,12.0281978588206,40.4058702492709
2017,4,Río Negro,12.5723837052432,40.872858787966
2017,4,Salta,12.8054767916382,52.870584005034
2017,4,San Juan,5.19984253274753,20.4125512329503
2017,4,San Luis,12.7430152492514,44.5247904531894
2017,4,Santa Cruz,14.6666939321615,49.2863173188306
2017,4,Santa Fe,18.1495316099102,57.7180425838862
2017,4,Santiago del Estero,10.1147450786037,40.7551097252954
2017,4,Tierra del Fuego,24.6694977843427,83.2029060716139
2017,4,Tucumán,7.14555339758537,28.8451849321297
2017,3,Buenos Aires,15.1106826481673,46.7860493152566
2017,3,Capital Federal,23.1025730743721,54.9245776865405
2017,3,Catamarca,10.08152153756,39.5708953685505
2017,3,Chaco,7.72947314805699,28.8678051544345
2017,3,Chubut,11.9338862091721,38.8149481505509
2017,3,Córdoba,28.0987325944684,91.6111985033022
2017,3,Corrientes,8.59168898690851,32.5762243794693
2017,3,Entre Ríos,12.2717638782107,40.9770488308201
2017,3,Formosa,8.37000522108232,32.8358501322893
2017,3,Jujuy,11.3604525717475,44.3376025302857
2017,3,La Pampa,28.5411638739304,86.4953796955555
2017,3,La Rioja,6.33915888765154,23.7583628081668
2017,3,Mendoza,5.89715107161526,21.0928457179993
2017,3,Misiones,10.2652590191266,37.6116898023288
2017,3,Neuquén,17.2429469222292,57.789004684512
2017,3,Río Negro,8.05528730418036,26.1283580569146
2017,3,Salta,18.6025806348032,76.6344536552113
2017,3,San Juan,5.22887747786358,20.4881166835562
2017,3,San Luis,12.7992232612806,44.6234230213715
2017,3,Santa Cruz,14.1568845224522,47.3605717595783
2017,3,Santa Fe,17.8343120977834,56.6393128105255
2017,3,Santiago del Estero,10.3289276629135,41.5442863720338
2017,3,Tierra del Fuego,24.8432055749129,83.4206896069018
2017,3,Tucumán,10.9898334875569,44.2713019886002
2017,2,Buenos Aires,15.1745893262882,47.166333270456
2017,2,Capital Federal,23.142977086478,54.9641893012921
2017,2,Catamarca,10.0089082450757,39.345538024552
2017,2,Chaco,7.83590146067955,29.3160705470538
2017,2,Chubut,12.3769762997333,40.3732678438476
2017,2,Córdoba,27.9950874347112,91.4329219354324
2017,2,Corrientes,8.53413645408002,32.4075106249565
2017,2,Entre Ríos,12.0687183745376,40.3628523453257
2017,2,Formosa,8.12385279079315,31.9163967422455
2017,2,Jujuy,11.3586362329858,44.4150332976198
2017,2,La Pampa,28.4451638780656,86.329527767875
2017,2,La Rioja,6.38585229439431,23.9873468088493
2017,2,Mendoza,5.87807521494582,21.0622346133888
2017,2,Misiones,10.1045127324844,37.094614967135
2017,2,Neuquén,17.3709354920727,58.3505111159145
2017,2,Río Negro,8.11339811235329,26.3754975974929
2017,2,Salta,18.73206848005,77.336892588906
2017,2,San Juan,5.37823470610432,21.1123469366541
2017,2,San Luis,11.2327062815001,39.2462893585381
2017,2,Santa Cruz,14.8436297322581,49.8751628850802
2017,2,Santa Fe,17.9329529785396,57.0284051539856
2017,2,Santiago del Estero,10.2636559689148,41.3544803416186
2017,2,Tierra del Fuego,24.2540640647507,81.7933296883543
2017,2,Tucumán,10.9805168469664,44.3247774895329
2017,1,Buenos Aires,15.2257737530266,47.4257654127539
2017,1,Capital Federal,23.2888652021607,55.2401239349342
2017,1,Catamarca,7.35525731619298,28.9139358248101
2017,1,Chaco,7.56843966330418,28.3156771489548
2017,1,Chubut,12.462465288412,40.6530111067701
2017,1,Córdoba,28.1581513459168,91.9662855175006
2017,1,Corrientes,8.58217395702108,32.5901508829147
2017,1,Entre Ríos,11.9532329537333,39.9768931207235
2017,1,Formosa,8.28004468255493,32.530192914017
2017,1,Jujuy,11.331058572181,44.3077247228002
2017,1,La Pampa,29.3396082845436,89.0448801742919
2017,1,La Rioja,6.4877605467629,24.3706454253259
2017,1,Mendoza,6.07281422514259,21.7602220187216
2017,1,Misiones,10.1611489503323,37.3029338026934
2017,1,Neuquén,17.448354722259,58.611494690729
2017,1,Río Negro,7.33626517409319,23.8495796409907
2017,1,Salta,12.5155774886596,51.6723111518684
2017,1,San Juan,5.75788113798016,22.6028218345573
2017,1,San Luis,11.7236933411623,40.9623689080814
2017,1,Santa Cruz,14.9975560906988,50.39508076873
2017,1,Santa Fe,17.5001850865261,55.6524492931322
2017,1,Santiago del Estero,10.3259040365446,41.6056121796239
2017,1,Tierra del Fuego,24.3064099023325,81.9746395986367
2017,1,Tucumán,7.69171675927218,31.0492994085659
2016,4,Buenos Aires,15.0578984136164,49.4132804303556
2016,4,Capital Federal,23.2902774063931,61.3269085254333
2016,4,Catamarca,7.51825655513904,29.5774529715178
2016,4,Chaco,7.64569018700848,28.6298388427455
2016,4,Chubut,12.5931223656458,41.1394614328837
2016,4,Córdoba,27.9847166536348,91.4801465829844
2016,4,Corrientes,8.65123466786347,32.8779997899878
2016,4,Entre Ríos,11.6840978082247,39.108046260977
2016,4,Formosa,7.91855822816422,31.1332088492001
2016,4,Jujuy,11.0997064661621,43.4449617236779
2016,4,La Pampa,29.0515929068058,88.2356402207302
2016,4,La Rioja,6.89741176091976,25.9386051777711
2016,4,Mendoza,6.13498894887116,22.0030108300499
2016,4,Misiones,10.2326724697762,37.6025963581148
2016,4,Neuquén,17.6221225415291,59.2640591256218
2016,4,Río Negro,7.62049607857799,24.8015318934896
2016,4,Salta,12.7927224202184,52.87498439208
2016,4,San Juan,5.33078791900338,20.9456889814467
2016,4,San Luis,11.2546499971002,39.3661803179327
2016,4,Santa Cruz,15.4546751279974,52.0443685920721
2016,4,Santa Fe,18.0146517922407,57.3269961881382
2016,4,Santiago del Estero,10.4487858020763,42.1376132156055
2016,4,Tierra del Fuego,24.7314850903143,83.585893276411
2016,4,Tucumán,7.69816222862937,31.107499484261
2016,3,Buenos Aires,14.9694364423775,49.1229878495333
2016,3,Capital Federal,23.430088764031,61.6950534895772
2016,3,Catamarca,7.42815927003729,29.2230026819574
2016,3,Chaco,7.80385957534807,29.2221155355303
2016,3,Chubut,12.5882735953286,41.123621374027
2016,3,Córdoba,28.0395337359353,91.6593399186242
2016,3,Corrientes,8.58581138291129,32.6293662906668
2016,3,Entre Ríos,11.6510514511547,38.9974362265299
2016,3,Formosa,7.93190036502718,31.1856658144051
2016,3,Jujuy,11.4789109107152,44.929192196734
2016,3,La Pampa,26.2525600030041,79.7344037805083
2016,3,La Rioja,6.59704622679207,24.809041905517
2016,3,Mendoza,6.10006580862014,21.877759710681
2016,3,Misiones,10.1732960632197,37.3844024253437
2016,3,Neuquén,17.6367513281189,59.3132564496873
2016,3,Río Negro,7.68948601789788,25.0260653310413
2016,3,Salta,12.7584737676033,52.7334275824355
2016,3,San Juan,5.66657926281091,22.2650776266002
2016,3,San Luis,11.2010041508215,39.1785394709528
2016,3,Santa Cruz,15.5360107314438,52.3182701843324
2016,3,Santa Fe,17.9418774097574,57.0954104325363
2016,3,Santiago del Estero,10.5606064966864,42.5885610355948
2016,3,Tierra del Fuego,24.6580068877828,83.337556341831
2016,3,Tucumán,7.77104834531161,31.4020249527774
2016,2,Buenos Aires,14.944420313714,49.0408961162131
2016,2,Capital Federal,23.4684330994318,61.7960200649666
2016,2,Catamarca,7.3977108800583,29.1032161575076
2016,2,Chaco,8.16112511388975,30.5599221353707
2016,2,Chubut,12.6125174469146,41.2028216683107
2016,2,Córdoba,27.8833452561181,91.1487703386246
2016,2,Corrientes,8.57942636641666,32.6051007864898
2016,2,Entre Ríos,11.6231756125378,38.9041325240032
2016,2,Formosa,7.93378194843093,31.1930635915495
2016,2,Jujuy,11.5801950194286,45.3256246825557
2016,2,La Pampa,25.8952427994951,78.6491582204924
2016,2,La Rioja,6.53965495509267,24.5932146374256
2016,2,Mendoza,6.09104661924601,21.8454125747478
2016,2,Misiones,10.1527011697567,37.3087211731378
2016,2,Neuquén,17.653924251507,59.371009830112
2016,2,Río Negro,7.72475694802053,25.1408574770288
2016,2,Salta,12.8965039744711,53.3039351565102
2016,2,San Juan,5.67420480328781,22.2950398388607
2016,2,San Luis,11.1771845665664,39.0952240369656
2016,2,Santa Cruz,15.6977714651638,52.8630073062533
2016,2,Santa Fe,17.9587792819828,57.1491962939456
2016,2,Santiago del Estero,10.5612460812123,42.5911403367577
2016,2,Tierra del Fuego,24.3347027966443,82.2448738296791
2016,2,Tucumán,7.72778770802912,31.2272130675525
2016,1,Buenos Aires,14.8631371935443,48.7741613102743
2016,1,Capital Federal,23.5367533560283,61.9759178847143
2016,1,Catamarca,7.28939447636257,28.6770903246289
2016,1,Chaco,7.90872899475047,29.614806646939
2016,1,Chubut,11.8174922852601,38.6056177321936
2016,1,Córdoba,27.6970725404404,90.539857425712
2016,1,Corrientes,8.55268332631598,32.5034670081252
2016,1,Entre Ríos,11.5589562746489,38.6891828652251
2016,1,Formosa,7.93172931199048,31.1849932892102
2016,1,Jujuy,11.5199133246984,45.0896782700827
2016,1,La Pampa,25.8831107683331,78.6123107560456
2016,1,La Rioja,6.49674559307443,24.431848455675
2016,1,Mendoza,6.09214779934401,21.8493619343676
2016,1,Misiones,10.0536297669289,36.9446577300666
2016,1,Neuquén,17.6578994652542,59.3843786681733
2016,1,Río Negro,7.74549625493264,25.2083552588695
2016,1,Salta,12.6134902705718,52.1341806128823
2016,1,San Juan,5.64651205102958,22.186229699599
2016,1,San Luis,11.3886610493873,39.834920194365
2016,1,Santa Cruz,16.5156798654928,55.6173535418567
2016,1,Santa Fe,17.8304826871116,56.7409253770302
2016,1,Santiago del Estero,10.5414189609097,42.5111820007062
2016,1,Tierra del Fuego,24.8388271600994,83.9486811460583
2016,1,Tucumán,8.00687459869251,32.3549751293974
2015,4,Buenos Aires,15.0358125732934,49.3408045913344
2015,4,Capital Federal,23.4709670110701,61.8026922468619
2015,4,Catamarca,7.39641466886708,29.0981167537739
2015,4,Chaco,7.94427226708164,29.7479009960291
2015,4,Chubut,12.1439986453163,39.6722551726242
2015,4,Córdoba,27.8708080996644,91.1077872218643
2015,4,Corrientes,8.82019054773364,33.520096738707
2015,4,Entre Ríos,11.689060590352,39.1246572750409
2015,4,Formosa,8.00776866637894,31.4839554276099
2015,4,Jujuy,11.8972766495369,46.566702482706
2015,4,La Pampa,25.4069306468915,77.1660541597007
2015,4,La Rioja,6.83956620110516,25.7210695007191
2015,4,Mendoza,6.19887767554418,22.2321464253412
2015,4,Misiones,10.0213881084135,36.8261774332866
2015,4,Neuquén,17.9276960685443,60.2917178273236
2015,4,Río Negro,8.09158732475382,26.3347371397488
2015,4,Salta,12.9712419330041,53.6128426948059
2015,4,San Juan,5.9866650247172,23.5227560257687
2015,4,San Luis,11.446181492219,40.0361134900304
2015,4,Santa Cruz,17.1635946066546,57.7992378795079
2015,4,Santa Fe,18.0576076987649,57.4636923129355
2015,4,Santiago del Estero,10.7662237891083,43.4177695295414
2015,4,Tierra del Fuego,24.7424778586763,83.6230459326211
2015,4,Tucumán,7.85998676609257,31.7614161680321
2015,3,Buenos Aires,15.0407405648919,49.3569760532561
2015,3,Capital Federal,23.436523394975,61.7119968697012
2015,3,Catamarca,7.32914246841104,28.8334622649724
2015,3,Chaco,8.10959752484471,30.3669733584477
2015,3,Chubut,12.1392360853874,39.6566967475707
2015,3,Córdoba,27.6441325307891,90.366800113646
2015,3,Corrientes,8.62986705385398,32.7967946862208
2015,3,Entre Ríos,11.6250383112043,38.9103671949904
2015,3,Formosa,8.01277514026759,31.503639263061
2015,3,Jujuy,11.7861166836132,46.1316152595001
2015,3,La Pampa,25.0999836761345,76.2337933172252
2015,3,La Rioja,7.01034460253231,26.3633036721816
2015,3,Mendoza,6.2305925429755,22.3458911406749
2015,3,Misiones,9.96489121826464,36.6185650268472
2015,3,Neuquén,17.9601287626362,60.400790562219
2015,3,Río Negro,8.17200239241981,26.5964545981491
2015,3,Salta,12.7729466425172,52.7932469867849
2015,3,San Juan,5.89694421476699,23.1702257415153
2015,3,San Luis,11.4890070557215,40.18590747345
2015,3,Santa Cruz,17.1514249428182,57.7582559458794
2015,3,Santa Fe,18.0559005772425,57.4582598377408
2015,3,Santiago del Estero,10.7315291397343,43.2778537782127
2015,3,Tierra del Fuego,24.3262406691308,82.2162740717332
2015,3,Tucumán,7.7017825596185,31.122128877749
2015,2,Buenos Aires,15.1417133720422,49.6883235958219
2015,2,Capital Federal,22.6986704174848,59.7691156722734
2015,2,Catamarca,7.18527570264176,28.2674783207564
2015,2,Chaco,7.99841847584108,29.9506553835091
2015,2,Chubut,12.1290054010957,39.6232749456039
2015,2,Córdoba,27.4417866755016,89.7053451941173
2015,2,Corrientes,8.56268855994162,32.5414907216957
2015,2,Entre Ríos,11.6452439241268,38.9779977521695
2015,2,Formosa,8.00276219249029,31.4642715921587
2015,2,Jujuy,11.4764077056253,44.9193944917545
2015,2,La Pampa,24.1587379319994,73.3750371345534
2015,2,La Rioja,6.90809511377975,25.9787813020066
2015,2,Mendoza,6.18938442927293,22.1980990941627
2015,2,Misiones,9.77749305138695,35.9299220894166
2015,2,Neuquén,17.9488337945445,60.3628050326535
2015,2,Río Negro,8.32825373386333,27.1049874532615
2015,2,Salta,12.6869986837813,52.438006184443
2015,2,San Juan,5.89545563420975,23.1643768227721
2015,2,San Luis,11.6632483189917,40.7953633863823
2015,2,Santa Cruz,16.8986703862152,56.9070927089803
2015,2,Santa Fe,18.0014198541765,57.2848889483363
2015,2,Santiago del Estero,10.6359572329185,42.8924336806086
2015,2,Tierra del Fuego,23.6723412357124,80.0062665426412
2015,2,Tucumán,7.62676112043735,30.8189747857298
2015,1,Buenos Aires,15.0204643704707,49.290438661817
2015,1,Capital Federal,22.5970748464362,59.5015987945835
2015,1,Catamarca,7.07945426372214,27.8511678889337
2015,1,Chaco,8.01407626480383,30.0092871046059
2015,1,Chubut,12.0935507882919,39.5074511146497
2015,1,Córdoba,27.3206146111703,89.3092419087422
2015,1,Corrientes,8.44729851824237,32.1029644404879
2015,1,Entre Ríos,11.5016856929882,38.4974915088411
2015,1,Formosa,7.99585671126457,31.4371214742951
2015,1,Jujuy,11.0000274808321,43.0548117935407
2015,1,La Pampa,23.6964227414766,71.9708911742817
2015,1,La Rioja,6.94888613322891,26.1321811837253
2015,1,Mendoza,6.14053929063706,22.0229170158644
2015,1,Misiones,9.60766608992758,35.3058490819648
2015,1,Neuquén,17.9401205334452,60.3335019098457
2015,1,Río Negro,8.22709100639028,26.7757450278362
2015,1,Salta,12.6165753563353,52.1469319144612
2015,1,San Juan,5.94606737315602,23.3632400600432
2015,1,San Luis,11.6726951344702,40.8284061768425
2015,1,Santa Cruz,17.0119418726928,57.2885399373684
2015,1,Santa Fe,17.7874115681618,56.6038626183199
2015,1,Santiago del Estero,10.5858547113071,42.690381431019
2015,1,Tierra del Fuego,23.2403474333134,78.5462414882812
2015,1,Tucumán,7.49159697101724,30.27279004923
2014,4,Buenos Aires,15.129925081401,49.6496397041361
2014,4,Capital Federal,22.6419203018206,59.6196838260392
2014,4,Catamarca,7.18643153695865,28.2720254700721
2014,4,Chaco,8.04903202524659,30.1401814730179
2014,4,Chubut,12.2916887613042,40.1547321671527
2014,4,Córdoba,27.6660978998704,90.438603420007
2014,4,Corrientes,8.60604848297284,32.7062750091465
2014,4,Entre Ríos,11.6081296960154,38.853772076063
2014,4,Formosa,8.11922840318356,31.9221790491617
2014,4,Jujuy,11.033963817734,43.1876407888152
2014,4,La Pampa,23.4581267744451,71.2471374964542
2014,4,La Rioja,7.26327546503771,27.3144827531483
2014,4,Mendoza,6.2318080876313,22.3502506664131
2014,4,Misiones,9.58628980487713,35.2272964046694
2014,4,Neuquén,25.3526502623479,85.262201565001
2014,4,Río Negro,8.42724275737327,27.427155380175
2014,4,Salta,12.6903248281391,52.451753831365
2014,4,San Juan,5.88301332953637,23.1154886194031
2014,4,San Luis,11.7663958934983,41.1561499073698
2014,4,Santa Cruz,14.1315934806899,47.5888269284929
2014,4,Santa Fe,19.3529344550086,61.5857365730168
2014,4,Santiago del Estero,10.7100496979242,43.1912319995462
2014,4,Tierra del Fuego,23.4509899218998,79.2581575137911
2014,4,Tucumán,7.6349458244949,30.852048351821
2014,3,Buenos Aires,15.0480370139891,49.3809197322134
2014,3,Capital Federal,22.6083708373494,59.5313428886257
2014,3,Catamarca,7.00708238358841,27.5664508318052
2014,3,Chaco,7.57185514342725,28.353358191951
2014,3,Chubut,12.3080462827982,40.2081692421766
2014,3,Córdoba,27.6547622387591,90.401547910283
2014,3,Corrientes,8.4731977400277,32.2013913865955
2014,3,Entre Ríos,11.5109799815026,38.5286005829988
2014,3,Formosa,8.09099670107333,31.8111811310255
2014,3,Jujuy,10.2891493537291,40.2723892928791
2014,3,La Pampa,22.9267862133894,69.633347342834
2014,3,La Rioja,6.78258711269839,25.5067923009807
2014,3,Mendoza,6.27306768021831,22.4982273408784
2014,3,Misiones,9.86316368422755,36.2447409440183
2014,3,Neuquén,25.3592028162877,85.2842381240589
2014,3,Río Negro,8.44350119688244,27.4800698101369
2014,3,Salta,12.6780028690389,52.4008246097574
2014,3,San Juan,5.85330390685754,22.9987545949579
2014,3,San Luis,11.6674363519895,40.8100121637513
2014,3,Santa Cruz,14.0404053377172,47.281746431181
2014,3,Santa Fe,19.4121741040226,61.7742515203151
2014,3,Santiago del Estero,10.6514534165008,42.9549263187466
2014,3,Tierra del Fuego,23.6426965837063,79.9060754417125
2014,3,Tucumán,7.61478305946108,30.7705726457676
2014,2,Buenos Aires,15.0380771623272,49.3482359585753
2014,2,Capital Federal,22.7044607013773,59.7843623867895
2014,2,Catamarca,6.96587023770759,27.4043187872673
2014,2,Chaco,7.58229200571728,28.3924397762264
2014,2,Chubut,12.3271000990439,40.2704146262704
2014,2,Córdoba,27.6072658187025,90.2462853245397
2014,2,Corrientes,8.34308326948698,31.7069066454749
2014,2,Entre Ríos,11.3218781768568,37.895654655508
2014,2,Formosa,8.1127804218374,31.8968276727972
2014,2,Jujuy,10.0120867183795,39.1879484002732
2014,2,La Pampa,22.5752070492358,68.5655293840433
2014,2,La Rioja,6.9141352160064,26.0014958842762
2014,2,Mendoza,6.23889035840046,22.3756510838766
2014,2,Misiones,9.73707198210026,35.7813844363997
2014,2,Neuquén,25.3521588208024,85.2605488230716
2014,2,Río Negro,8.43363000146616,27.4479431919458
2014,2,Salta,12.627650171975,52.1927064325707
2014,2,San Juan,5.77019966922597,22.6722220933992
2014,2,San Luis,11.853224910564,41.459857863061
2014,2,Santa Cruz,14.9455439822247,50.3298447478088
2014,2,Santa Fe,19.2948522941266,61.4009050340074
2014,2,Santiago del Estero,10.5483108913932,42.5389756129523
2014,2,Tierra del Fuego,23.4408645700438,79.2239364964713
2014,2,Tucumán,7.64308725643284,30.884947059628
2014,1,Buenos Aires,14.3434002690799,47.0686174360145
2014,1,Capital Federal,22.6758961035724,59.7091473755606
2014,1,Catamarca,4.6399279550635,18.2538664217723
2014,1,Chaco,7.79332889914099,29.1826826582701
2014,1,Chubut,12.3438171265048,40.3250261425037
2014,1,Córdoba,14.481958870254,47.3405443641508
2014,1,Corrientes,5.76089130771176,21.8935898142578
2014,1,Entre Ríos,8.34195782280687,27.9215115960261
2014,1,Formosa,5.23035849033587,20.5640772655611
2014,1,Jujuy,8.97602267685345,35.1327274118086
2014,1,La Pampa,19.939393047853,60.5600221934104
2014,1,La Rioja,6.92433915693385,26.0398691182005
2014,1,Mendoza,5.73733681938439,20.5768397016896
2014,1,Misiones,8.44754806554385,31.042695939174
2014,1,Neuquén,17.3375662831784,58.3070825253449
2014,1,Río Negro,5.82531177735228,18.958956785197
